iter	Logloss
176	0.3757365643
177	0.3752094244
178	0.3748190108
179	0.374520826
180	0.3742067535
181	0.3738372006
182	0.373402624
183	0.3726829882
184	0.3722134036
185	0.3718784109
186	0.3716221134
187	0.371269498
188	0.370951414
189	0.370602219
190	0.3703645831
191	0.3698284807
192	0.3696193443
193	0.3690794689
194	0.3688148137
195	0.3685794811
196	0.36823902
197	0.3681169931
198	0.3679259323
199	0.3674205521
200	0.3668312579
201	0.3664345322
202	0.3661874359
203	0.3658667276
204	0.3655892245
205	0.3652013906
206	0.3647928481
207	0.3646943093
208	0.3644102471
209	0.3640441036
210	0.363823927
211	0.3637796557
212	0.3635198125
213	0.3631279044
214	0.3626775112
215	0.3623096277
216	0.3618644173
217	0.3614935373
218	0.3611839033
219	0.3607998479
220	0.3605005813
221	0.3602677869
222	0.360062548
223	0.3598094683
224	0.3595362426
225	0.359300216
226	0.358924169
227	0.358628199
228	0.3582338014
229	0.3577928341
230	0.3576190399
231	0.3574357733
232	0.3571533665
233	0.3568755125
234	0.3566128726
235	0.3563277879
236	0.355906041
237	0.3557592963
238	0.3553401953
239	0.3551067103
240	0.3549804631
241	0.354654782
242	0.3544485339
243	0.3542113908
244	0.3539541067
245	0.3537653524
246	0.3533140159
247	0.3529800276
248	0.3527724696
249	0.3525780038
250	0.3522883587
251	0.3519568593
252	0.3518459303
253	0.3515361965
254	0.3512507299
255	0.3510195217
256	0.3508438305
257	0.3505964597
258	0.350315533
259	0.3500355768
260	0.350008141
261	0.3496582159
262	0.3495684231
263	0.3492167945
264	0.349031134
265	0.3486481345
266	0.3485160763
267	0.348214772
268	0.3479297304
269	0.3476406991
270	0.3473436854
271	0.3471495781
272	0.3468353098
273	0.3465201207
274	0.3462515787
275	0.3460068148
276	0.3458261349
277	0.3456276524
278	0.3453886766
279	0.3453377525
280	0.345183901
281	0.3448817383
282	0.3446270411
283	0.3443678873
284	0.3440584057
285	0.3439125782
286	0.3435915523
287	0.3433732185
288	0.3431840963
289	0.343101113
290	0.3430705886
291	0.3428833614
292	0.3428822303
293	0.3426666405
294	0.3425701957
295	0.3422505162
296	0.3420902795
297	0.3420476718
298	0.3416754446
299	0.341549459
300	0.3415144991
301	0.3412895821
302	0.3411785025
303	0.341172914
304	0.3411143362
305	0.3408735021
306	0.3408726378
307	0.3407214748
308	0.3406236756
309	0.3405234911
310	0.3403460598
311	0.3401842427
312	0.3400788557
313	0.3400667749
314	0.3398428125
315	0.3398305804
316	0.3396274488
317	0.3396267976
318	0.3395160606
319	0.3395154376
320	0.3394714439
321	0.3393745412
322	0.3392411509
323	0.3392405824
324	0.3390466319
325	0.3387496006
326	0.3386831155
327	0.3384288981
328	0.3384283759
329	0.3380392471
330	0.3378512877
331	0.3377960498
332	0.3377187
333	0.3375303008
334	0.3374298844
335	0.3372931268
336	0.3372750164
337	0.3372745807
338	0.3370744373
339	0.3369485547
340	0.3366684119
341	0.3364177043
342	0.3362063311
343	0.335933117
344	0.3358237518
345	0.3357548518
346	0.335618992
347	0.3354115895
348	0.335292501
349	0.3349070169
350	0.3346925857
351	0.3346141053
352	0.3343632248
353	0.3343629615
354	0.3341907936
355	0.3341081861
356	0.3339581063
357	0.333853508
358	0.3338064796
359	0.3335482836
360	0.3334076926
361	0.3332064234
362	0.333043258
363	0.3330110837
364	0.3330000918
365	0.3329846656
366	0.3328452621
367	0.3327753538
368	0.3327075383
369	0.3325591388
370	0.3325408512
371	0.332394647
372	0.3322625938
373	0.3322500626
374	0.3321940286
375	0.3321723109
376	0.3319957959
377	0.3316847972
378	0.3314448509
379	0.3314236212
380	0.3311704863
381	0.3311202493
382	0.3309563969
383	0.3309562712
384	0.330837682
385	0.3307879337
386	0.3306081166
387	0.3303190073
388	0.3302902518
389	0.330029087
390	0.3298260409
391	0.3295888998
392	0.3295546218
393	0.3292609317
394	0.3290726656
395	0.3289729089
396	0.3288683273
397	0.3287236697
398	0.3287235066
399	0.3285272529
400	0.3285272277
401	0.3283477422
402	0.3282866364
403	0.3282417884
404	0.328009717
405	0.3279199112
406	0.3278129916
407	0.3277636332
408	0.3277503657
409	0.327661359
410	0.327647466
411	0.3275350803
412	0.327278657
413	0.3271800247
414	0.3268689206
415	0.3267389761
416	0.326733611
417	0.3267283477
418	0.3266995512
419	0.3266934804
420	0.3266376977
421	0.3265281661
422	0.3264722146
423	0.3264667107
424	0.3263681284
425	0.3261516029
426	0.3260915941
427	0.3259131275
428	0.325737501
429	0.3255965688
430	0.3254518203
431	0.3254053199
432	0.3253400922
433	0.3253400816
434	0.3250120255
435	0.3250013411
436	0.3249677093
437	0.3247427245
438	0.3245717366
439	0.3242484847
440	0.3241146473
441	0.3241146346
442	0.3241146276
443	0.3241122574
444	0.3241055498
445	0.3240925468
446	0.3239190289
447	0.3237979797
448	0.3237905687
449	0.3234815205
450	0.3234736921
451	0.3234577094
452	0.3233993477
453	0.3233032563
454	0.3233032548
455	0.3230851834
456	0.3230121799
457	0.3227706968
458	0.3226394967
459	0.3224060789
460	0.3222721143
461	0.3222350088
462	0.3221633924
463	0.3218535671
464	0.3217543093
465	0.3217533928
466	0.3216532292
467	0.3214428651
468	0.3213750002
469	0.3213657471
470	0.3211628871
471	0.320965504
472	0.3208740988
473	0.3208740961
474	0.320696667
475	0.3206625248
476	0.320554367
477	0.3205437925
478	0.3205394903
479	0.3204504328
480	0.3201799321
481	0.3200308404
482	0.3200006774
483	0.3198476853
484	0.3197518682
485	0.3196107498
486	0.3194708009
487	0.3194367722
488	0.319375922
489	0.3192200312
490	0.3190863088
491	0.3190749462
492	0.3186627961
493	0.3184733213
494	0.318290319
495	0.318283914
496	0.3182508914
497	0.3181256501
498	0.3181154361
499	0.3181113388
500	0.3180276433
501	0.3179491086
502	0.3178289024
503	0.3177029529
504	0.3175120256
505	0.317374608
506	0.3173746077
507	0.3172696938
508	0.31726312
509	0.317165849
510	0.3171658489
511	0.3169926928
512	0.3169557184
513	0.3168988596
514	0.3167557588
515	0.3164301149
516	0.3163531754
517	0.3162407148
518	0.3160602642
519	0.3160506269
520	0.3160506267
521	0.3158571643
522	0.3158476243
523	0.3158131896
524	0.3158131894
525	0.3157268177
526	0.315589887
527	0.3154130062
528	0.3153357412
529	0.3152795495
530	0.3152775194
531	0.3152775193
532	0.3152775193
533	0.3150808625
534	0.3149918754
535	0.3148691775
536	0.3147630329
537	0.3146039272
538	0.3146031093
539	0.3142861727
540	0.3142769286
541	0.3141459784
542	0.3141239018
543	0.3140430815
544	0.3140430815
545	0.3140193272
546	0.3139347966
547	0.3139257268
548	0.3136568631
549	0.3135989877
550	0.31352739
551	0.3134842465
552	0.3133807164
553	0.3131885363
554	0.3131796203
555	0.3131714422
556	0.3131655586
557	0.3131176689
558	0.3129585355
559	0.3127472919
560	0.3126035298
561	0.3124783058
562	0.3120860714
563	0.3120804686
564	0.3119576809
565	0.3117015033
566	0.3116645265
567	0.31158527
568	0.3115287707
569	0.3115287704
570	0.3115279577
571	0.3115279571
572	0.3115026218
573	0.3114939849
574	0.3114057676
575	0.311382423
576	0.3112690341
577	0.3112468483
578	0.3112381767
579	0.3112381762
580	0.3110036288
581	0.3109062487
582	0.3107101556
583	0.3106918667
584	0.310691866
585	0.3106838493
586	0.3106838427
587	0.3106367541
588	0.3104098053
589	0.3103446929
590	0.3101923969
591	0.3099772066
592	0.3097962501
593	0.3097600323
594	0.3096671228
595	0.3093877706
596	0.3093731496
597	0.309305344
598	0.3092898351
599	0.3091104219
600	0.3091022172
601	0.308952405
602	0.3089442811
603	0.3087999373
604	0.3087705061
605	0.3086066064
606	0.3085531362
607	0.3085031164
608	0.3084427906
609	0.3082424531
610	0.3082374075
611	0.3080638542
612	0.3080514274
613	0.3080405361
614	0.3079198452
615	0.3077998137
616	0.3077089778
617	0.307587594
618	0.3074892089
619	0.307433867
620	0.3074152857
621	0.3073340927
622	0.3072057742
623	0.3071164896
624	0.3068755723
625	0.3067974106
626	0.3065900891
627	0.3065783027
628	0.3064631432
629	0.3063370387
630	0.3062388301
631	0.3061694577
632	0.3059292989
633	0.3059192715
634	0.3058016513
635	0.3057884527
636	0.3055608281
637	0.3054050032
638	0.3052895565
639	0.3052821389
640	0.3052496464
641	0.3051433201
642	0.3049121061
643	0.304885664
644	0.3048768837
645	0.3048189178
646	0.3046656344
647	0.3046008326
648	0.3045526202
649	0.3045454359
650	0.3043727829
651	0.3043727827
652	0.3043460948
653	0.3042644011
654	0.3042474989
655	0.3041922245
656	0.3041914845
657	0.3040815728
658	0.3040500754
659	0.3040147259
660	0.3040078652
661	0.3038121243
662	0.3037768177
663	0.3036592376
664	0.3036064581
665	0.3035694913
666	0.3034379103
667	0.3034379037
668	0.3034277584
669	0.3032237505
670	0.3029905579
671	0.3029559145
672	0.3028368161
673	0.3026897242
674	0.3024213398
675	0.3022966262
676	0.302217195
677	0.3022099905
678	0.3020373925
679	0.3018198887
680	0.3016666183
681	0.3014381924
682	0.3014317533
683	0.3014317473
684	0.3014088358
685	0.3012211986
686	0.301160824
687	0.3011246483
688	0.3009820164
689	0.3007484249
690	0.3006880112
691	0.3006840168
692	0.3006496941
693	0.3002734912
694	0.3001868636
695	0.3001843069
696	0.2998818684
697	0.2997611256
698	0.2997168028
699	0.2996793267
700	0.299354794
701	0.299326838
702	0.2992234812
703	0.2992174174
704	0.2991406944
705	0.2990051819
706	0.2989307663
707	0.2987223305
708	0.2985003075
709	0.2984874938
710	0.2984815516
711	0.2984756714
712	0.2984109856
713	0.2982654345
714	0.2981306279
715	0.2980912791
716	0.2978554153
717	0.2976531485
718	0.2976474471
719	0.2976406349
720	0.2974232524
721	0.2973492447
722	0.2971763858
723	0.2970077294
724	0.2969470961
725	0.29694647
726	0.2967453448
727	0.2965575875
728	0.2964133643
729	0.296362212
730	0.2962890416
731	0.2962562708
732	0.2961626484
733	0.2961585537
734	0.2960784675
735	0.295937453
736	0.2958334013
737	0.2956678867
738	0.2956637824
739	0.2955870755
740	0.2955362596
741	0.2951432372
742	0.2950941498
743	0.2950854292
744	0.2948575099
745	0.2947892184
746	0.2946866618
747	0.2945748679
748	0.294359962
749	0.2939719756
750	0.2938491979
751	0.2937002195
752	0.2936996516
753	0.2936990934
754	0.2936742322
755	0.2936599212
756	0.2936518847
757	0.2936466757
758	0.2935348508
759	0.2935300501
760	0.2935061443
761	0.2934342121
762	0.2932777622
763	0.2930372484
764	0.2930092472
765	0.2929452335
766	0.2929102958
767	0.2929043757
768	0.2928945028
769	0.2927164869
770	0.2926781349
771	0.29252414
772	0.2923601487
773	0.2922537231
774	0.2921225754
775	0.2921194074
776	0.2921010524
777	0.2919136759
778	0.2914872003
779	0.2911306784
780	0.2911101133
781	0.2909252081
782	0.2909188184
783	0.2907969872
784	0.2907784864
785	0.2906145096
786	0.2903713283
787	0.2901677443
788	0.2899727072
789	0.2899112115
790	0.289908252
791	0.2897268012
792	0.2895915373
793	0.2895095696
794	0.2892920312
795	0.2891833736
796	0.289096221
797	0.288976169
798	0.2889732163
799	0.2886869317
800	0.2885982079
801	0.2884575733
802	0.2884532342
803	0.2882063709
804	0.287983635
805	0.2879403456
806	0.2879035103
807	0.2876644369
808	0.287550029
809	0.2873219216
810	0.2873177791
811	0.287136596
812	0.2870806715
813	0.286869398
814	0.2867891725
815	0.2867608667
816	0.2865144079
817	0.286510428
818	0.2864149286
819	0.2862900794
820	0.2862175308
821	0.2861486785
822	0.2857648535
823	0.2856478622
824	0.2855995637
825	0.2855593589
826	0.2854144136
827	0.2852225665
828	0.2851489482
829	0.2850404831
830	0.2848908897
831	0.2848322822
832	0.2844891895
833	0.2844356511
834	0.2842232518
835	0.2841236178
836	0.28411986
837	0.2840718749
838	0.2840342385
839	0.2839170051
840	0.2838791702
841	0.2838767293
842	0.2837922831
843	0.2837435861
844	0.2837315018
845	0.2834041781
846	0.2833993788
847	0.2833122704
848	0.2831706477
849	0.28308199
850	0.2828431937
851	0.282611792
852	0.2824996747
853	0.2820911186
854	0.2818635021
855	0.281833532
856	0.281787642
857	0.281650249
858	0.2815835668
859	0.2814654034
860	0.2814631414
861	0.2812394928
862	0.2809996773
863	0.280917929
864	0.2808287289
865	0.2807014873
866	0.2805396226
867	0.2802350469
868	0.2801124301
869	0.2800347209
870	0.2799314333
871	0.2796297771
872	0.2792247743
873	0.2791318246
874	0.2789849682
875	0.2788221177
876	0.2788199172
877	0.2787914396
878	0.2786577712
879	0.2783275876
880	0.2783240257
881	0.2781278874
882	0.2780117497
883	0.277935954
884	0.2778880072
885	0.2777766365
886	0.2777098281
887	0.2777047179
888	0.2776217965
889	0.2773719266
890	0.2770421104
891	0.2770370615
892	0.2768245377
893	0.2765188615
894	0.2763527302
895	0.2762764774
896	0.2761864126
897	0.2760025562
898	0.2759476637
899	0.2757431185
900	0.2754197497
901	0.2754055188
902	0.2750127769
903	0.2748776024
904	0.2746619969
905	0.2745354812
906	0.2742885091
907	0.2740218052
908	0.2739408014
909	0.2738700745
910	0.273827287
911	0.2735501727
912	0.2735025261
913	0.2732917397
914	0.2731835433
915	0.273048497
916	0.272899588
917	0.2727164389
918	0.272630664
919	0.2724360356
920	0.2722785884
921	0.2721898433
922	0.2721039644
923	0.2719957418
924	0.2718051397
925	0.2717104643
926	0.2716369071
927	0.2714206551
928	0.2712617908
929	0.2710965179
930	0.2710716435
931	0.2710128871
932	0.2709622826
933	0.2707852057
934	0.27064485
935	0.2705869892
936	0.2705404462
937	0.27049224
938	0.2702715923
939	0.270138698
940	0.2699028783
941	0.2697561623
942	0.2694145258
943	0.2692070795
944	0.2690337159
945	0.2686586474
946	0.2685185662
947	0.2683969575
948	0.2682734895
949	0.2680565343
950	0.2678191561
951	0.2677957225
952	0.2676055192
953	0.2674447878
954	0.2672668486
955	0.2671710318
956	0.2669272705
957	0.2666984368
958	0.2665872195
959	0.2662792194
960	0.2661805667
961	0.2660899258
962	0.2658403466
963	0.2656808362
964	0.2655006532
965	0.2654143501
966	0.2653447271
967	0.265321168
968	0.2652307231
969	0.2650376344
970	0.2650232828
971	0.2649765364
972	0.2648117229
973	0.2646404654
974	0.2644429183
975	0.2644150063
976	0.2641715205
977	0.26414258
978	0.2640476388
979	0.263975762
980	0.2637288058
981	0.2633818745
982	0.2631835154
983	0.2629847196
984	0.2628372791
985	0.2627218997
986	0.2625715185
987	0.2623734295
988	0.2623282039
989	0.2621833203
990	0.2621629175
991	0.2621515548
992	0.2620927338
993	0.261878853
994	0.2617756937
995	0.2616305839
996	0.2615084566
997	0.2612629165
998	0.2610804251
999	0.2610028094
